,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
XC453754,-302.52237,127.7471,-53.670303,5.4641876,-6.318468,5.8527102,-5.7670846,-5.5412083,-1.7949442,3.1704857,-1.3764106,1.7891817,-1.7791007,1.154234,-1.2602726,1.6792053,-2.071135,1.036404,-1.1479858,0.104843214
XC114550,-333.16052,82.31631,-45.61685,7.345975,-13.470912,6.8010564,-26.52986,-14.727109,-18.571642,-8.51526,-13.357984,-8.969702,-7.2444263,-1.7685031,-6.6576056,-5.856511,-5.1730022,-2.1459224,-6.8028507,-1.4594134
XC172878,-464.04752,59.095867,-37.097496,-28.003164,-21.090181,0.36251238,-13.2995825,-12.952704,-11.284524,0.3011235,-4.134378,-2.9878106,-1.3655916,0.44273105,-2.1087277,3.5000308,-1.4848742,0.80593425,-1.3788637,2.1375139
XC420508,-375.5099,18.227074,-37.538177,-9.521237,-9.541648,8.982826,-1.24828,-2.0483782,-4.5579877,1.4563655,-1.7265738,-0.32029408,-1.5828332,2.3338065,-1.7014195,1.6716447,-3.0044808,1.291113,-3.0403397,2.0305133
XC90534,-520.7125,63.136124,-22.849327,8.7775,24.00694,34.408962,8.340545,0.44722548,0.0972515,9.413006,6.2442,6.948958,9.742455,10.760902,9.647494,8.054221,4.834762,5.1680827,6.507603,5.1817517
XC110263,-317.996,60.363144,-26.708504,4.5452423,-10.350001,8.253149,-13.295445,-6.7856917,-7.8069615,-1.1201739,-9.355496,-2.2765737,-8.404247,-2.648414,-7.3526497,-1.4167157,-5.3840237,0.56399095,-5.9029865,0.6936277
XC481136,-357.21902,97.08103,-3.3419063,-4.6477985,-27.909403,-0.97647524,-13.359505,-6.5886784,-15.258897,-8.800158,-13.877386,-6.931172,-14.448389,-4.7873135,-12.999243,-5.825114,-10.404909,-5.163185,-11.706971,-4.8753963
XC408017,-388.94046,24.589548,-63.226463,-28.764992,-31.978975,-2.1804397,-15.351027,-2.7001722,-13.692692,2.4659796,-6.880121,1.9019457,-4.5354676,4.7818646,-3.430561,4.0595436,0.14822806,3.429373,-2.0362906,3.721614
XC221647,-409.3817,90.383316,-73.910286,-17.045996,-26.51055,-14.599442,-8.333419,1.2881218,-1.1449664,8.694188,2.8586628,6.0062714,4.170371,2.1850944,0.46277964,4.7480736,-1.0056752,1.3687752,-0.13405548,-0.09856107
XC177595,-66.85728,89.473366,-25.6087,18.587318,-15.448518,4.4384985,-19.464994,-0.29732755,-7.7775517,3.6626675,-10.979131,1.437728,-9.087128,-1.3886565,-6.420745,-3.0338883,-7.010556,-1.8692198,-5.7599277,-1.4025893
XC322267,-474.56073,71.51623,-25.243889,14.087672,2.9482539,22.801563,4.2973914,4.273653,-4.92736,8.410617,-4.3369317,3.951379,0.033553604,0.6070516,-3.1238298,2.57418,-6.747098,4.458803,-7.7137127,3.1592312
XC322281,-510.06506,88.546745,12.350284,32.493202,20.645643,30.226269,22.412794,11.828595,13.069997,16.633133,5.9365344,8.193408,8.453428,2.4638977,6.247719,4.9917016,-0.32586527,5.1654015,1.9999195,4.580998
XC318014,-484.16165,85.34926,-33.908546,-39.74593,-30.254208,-15.928636,-23.779528,-16.914886,-20.606173,-14.970388,-20.946222,-15.611168,-18.312778,-12.180062,-14.249268,-8.156572,-10.42473,-4.4692144,-7.040555,-1.782514
XC29506,-489.62497,84.764656,18.284725,29.492039,25.894384,22.221613,5.436509,1.1630486,-0.014419481,2.8127117,0.805965,2.9433467,3.8884234,6.2393727,7.4230537,6.035067,3.7501426,1.9429514,3.7072988,3.9131358
XC481933,-322.0476,47.416935,-67.62911,-7.2145195,1.5905943,27.420435,-18.445518,-7.7578826,-9.210736,8.794891,-6.174483,-1.7828351,7.8752065,6.644694,-0.5219974,7.7754264,-6.8687577,-2.337914,1.4748906,1.2571924
XC451209,-382.90057,51.981537,-4.0364513,-10.624913,9.689331,14.6732645,-4.174165,-3.6130517,-2.341987,5.5707216,-3.829417,0.78950787,-1.1709658,1.7816077,-2.603865,0.9875739,-2.4545512,3.2357116,-1.7718132,1.7479106
XC172875,-509.36194,29.085571,-48.350227,1.4180484,-22.999088,-8.890794,-8.301692,-12.602025,-6.934193,4.456704,1.483872,3.2299805,1.9276164,4.7389536,-0.35590112,2.5962307,0.8681181,0.50547826,-2.588758,0.072501294
XC131447,-348.32977,110.86667,-9.702077,28.042217,14.8205,23.039701,4.5658274,8.355799,6.657744,10.274894,6.125046,7.9841857,6.1428757,7.956271,6.4319277,6.0587416,1.7918724,0.09227858,-0.627637,0.9201059
XC381507,-373.58237,54.113823,-29.657713,-1.5276021,-1.9335966,16.222614,-4.485176,-6.5838027,-4.654439,3.1691623,-0.35662284,1.0063303,2.8867083,1.6663892,-2.2001283,1.7009696,-1.1904438,3.3152187,-0.8989869,-0.6037065
XC332328,-567.1482,77.29414,10.783345,19.194479,4.5797553,16.48655,0.11388463,4.928256,-3.8243742,0.84869564,-7.5840616,-0.6427063,-8.848403,-4.3212657,-8.818163,-5.2753334,-8.419449,-4.515312,-9.819232,-4.013979
XC122636,-449.4486,181.07751,15.449208,4.258429,26.029404,19.64345,4.5435863,8.606917,3.0456643,1.4894569,0.2113741,-1.6526787,1.9062426,2.747588,6.120766,8.398357,3.8181236,1.9633052,3.5198085,3.7127306
XC124641,-499.2107,-27.182295,-34.344547,-13.345547,-20.21911,1.2793151,-11.535343,-6.239429,-2.7842884,2.310203,-4.7784953,3.3596091,-5.2007794,1.9893647,-4.088362,2.923935,-0.8047881,2.1835492,-3.4049058,3.2330933
XC124632,-502.49402,-48.967472,-33.531452,2.3665118,-18.727003,-4.009465,-9.693675,0.11955377,-6.9110713,-2.2608747,-7.771215,1.2368706,-6.849445,-1.9110568,-4.7718377,1.0493782,-5.2442145,1.0831527,-2.8814566,2.564307
XC181519,-684.89844,-77.16757,-12.88157,56.180164,-32.30286,-4.65007,10.763766,1.4111242,-3.772863,-1.403781,-2.3900473,11.012285,-8.410265,-2.724605,4.9691544,4.0233397,-8.42653,1.3388681,5.104806,-1.4006503
XC408297,-365.02383,48.042336,-73.66233,-18.082619,-28.351414,-12.927054,-7.01477,2.5746672,-7.742763,1.4206924,1.9669846,7.4937606,-3.2386982,4.222064,-2.7548528,3.0085468,-2.594808,3.3846724,-3.4937687,3.0193815
XC149579,-429.32205,64.25484,-11.146858,-6.1052647,-37.36877,-20.23289,-18.85264,-16.977842,-21.138966,-14.832152,-19.310017,-13.821083,-16.628613,-6.0987225,-8.103833,-1.2492021,-5.4477687,-1.4533315,-3.8457167,2.1124883
XC442322,-409.2456,88.9484,1.2013005,15.513101,-31.092546,-21.222834,-16.595537,-26.741198,-18.170467,-11.976223,-19.343344,-9.223696,-14.611575,-2.8804479,-10.643577,-5.9621053,-8.343891,-4.7742877,-7.015658,-1.2210422
XC408588,-373.7582,6.5044026,-39.48455,-13.731109,-14.915063,-1.4534558,-2.254008,0.9211866,-2.3253372,4.411576,-5.187063,4.236875,-1.5564253,-0.20851836,-5.556278,2.1436477,-4.226604,2.0413368,-2.8803017,2.255989
XC124633,-653.5044,-98.78167,-86.95733,-8.462392,-17.757132,3.2897825,0.8620441,1.7292802,-0.66653204,5.0516815,-4.139568,0.59372836,-4.7556868,-1.1229459,-4.8905225,0.57903844,-4.7384925,1.9601369,-3.3671477,1.3317379
XC124639,-488.76865,10.323463,-62.764954,-8.152075,-13.522177,-10.897482,-17.586926,-0.3215864,-8.515286,-0.6698024,-3.7895315,2.738437,-3.0175107,-4.292266,-2.755965,6.2321625,-2.6162982,2.0997922,-2.0502536,4.484626
XC253710,-358.0872,140.28674,13.8730955,10.676515,-0.5436277,13.943555,2.7711313,5.842262,5.053167,4.899642,1.8446158,4.422544,-1.6153266,4.5601473,-2.6808934,2.254099,-2.3804016,0.28199098,-1.8733007,0.43058193
XC124643,-443.4225,-48.54381,-74.49326,-15.975723,-29.945704,-15.71601,-12.665156,-6.716354,-11.052237,-0.9105008,-5.6206713,1.9689143,-5.400876,2.7585616,-2.0256107,3.7608602,-1.1989022,3.0570686,-2.5627427,3.6149814
XC190996,-518.1631,100.68479,10.982772,2.4171722,-20.427126,-2.0954483,-16.570206,-8.444337,-13.18562,-5.58187,-14.9445715,-4.8508635,-13.400283,-6.675165,-10.410646,-5.204778,-10.501851,-3.275237,-10.746563,-3.8117983
XC482173,-204.54689,73.773476,-56.60895,6.297359,-28.268316,-9.767826,-31.147423,-22.306574,-27.828436,-14.827705,-21.302162,-10.797402,-16.001469,-3.526611,-14.243233,-6.0926294,-12.131738,-7.3796253,-9.008407,-4.483855
XC256090,-630.7065,46.775238,-22.969236,0.6565241,-13.863133,-6.713898,-13.906597,-4.607467,-11.71092,-6.1820016,-14.765529,-2.634193,-10.879742,-6.442874,-9.339127,-2.1863527,-9.9256935,-3.0446882,-8.067566,-2.3512347
XC124629,-549.8498,10.684843,-33.68077,25.14509,-38.85237,-9.521054,-5.14924,-2.975866,-10.99782,1.2519126,-9.378367,-1.2155195,-6.695279,-5.073239,-7.1459303,-2.3245401,-9.754308,-2.1034741,-5.778449,-1.6721989
XC124647,-579.6713,-109.66933,-92.71517,-15.659706,-20.394335,-5.6060905,1.3383355,6.8008966,-7.5592136,8.694085,1.3150326,3.830953,0.74955606,4.0088615,-2.0176518,4.647106,-2.8656945,1.5947763,-2.3847084,1.8083206
XC381499,-397.93164,57.833027,-4.23446,-2.5835292,-12.6460085,-6.6006575,-2.4187493,-5.4037967,-8.323702,-5.9268484,-11.396273,-3.2105613,-15.432439,-0.7664555,-6.6917205,4.3017817,-4.304974,2.9611533,-5.233856,4.2204204
XC315616,-490.8064,105.30681,40.011097,34.38714,11.828209,22.752687,16.018536,11.587379,12.387325,12.921321,15.52103,14.956535,10.282057,11.591248,10.145756,8.329274,7.239734,4.9660397,2.2582226,3.0799553
XC140108,-456.743,73.707794,32.71662,52.70108,-11.848228,-2.7849114,16.811869,-4.2932844,2.9099922,3.0600336,-0.521737,5.8348618,-1.9968415,4.9858894,-0.3813865,3.8430886,2.242796,3.8942046,1.7544106,4.863479
XC124646,-551.94025,-85.32269,-76.178345,-14.041229,-16.762411,0.98158157,1.7772452,8.578113,-0.47963768,10.405748,-1.5033344,4.022878,-1.015047,1.0404103,-4.124577,2.9441926,-3.9794111,0.7794725,-2.5027387,2.4503043
XC408298,-440.47012,32.272842,-70.89839,-18.12825,-39.626316,-20.312698,-12.695573,-13.279006,-12.256653,-7.679466,-2.2865446,4.638057,-6.1473637,1.8063047,-3.8440547,2.2667866,0.036118552,2.0510538,-0.40459824,2.4210145
XC124625,-536.1561,31.626444,-36.575115,-15.747302,-40.93605,-19.868515,-23.379503,-9.853287,-19.927622,-5.079462,-8.28648,-0.47382802,-6.3341546,0.06547963,-1.4735366,3.9957654,-2.1129074,3.1270163,-2.2315948,2.9285276
XC22060,-588.91254,13.195043,7.4827275,-54.300743,-17.428337,-24.87084,1.7550939,-19.320162,1.4494282,1.4298087,3.5891755,14.377293,11.020789,24.491888,15.866876,21.217747,9.316723,15.696286,6.8635697,13.761184
XC104709,-338.30243,107.77151,-40.042103,23.819038,-12.149138,10.253167,7.2478085,2.035337,9.707491,7.320289,4.3616185,8.805765,0.53917986,6.8870525,3.926598,5.088455,3.510774,6.0326595,2.0330985,6.5531516
XC146200,-399.71136,98.33244,-60.345005,-40.222733,-28.306723,-15.150442,-20.870338,-16.52874,-13.573627,-15.194123,-15.155991,-4.742802,-12.49856,-5.2368665,-6.8223596,-3.2374902,-5.933812,-1.8976799,-2.7843618,1.7283945
XC124622,-554.76404,-68.12035,-98.48718,-21.206806,-42.653877,-0.39030707,-4.1188736,0.31317866,-0.013030795,4.3304024,2.2010798,9.399738,-4.6682177,7.828556,-1.809627,3.567284,-0.42991182,1.0572088,-1.3310469,0.7113393
XC124642,-523.6893,10.102591,-55.255844,-19.207098,-47.263115,-19.161974,-17.137054,-13.995401,-10.6047125,0.29500362,-11.843214,4.2889137,-3.451875,-1.6838062,-0.12634036,3.8862815,-3.881457,3.969071,-1.2823769,4.162128
XC381716,-414.9366,-21.837725,-98.057465,-34.4758,-32.221203,-13.440145,-13.741194,-7.2507954,-8.200346,-4.304057,-9.517244,-3.9087315,-11.845754,0.08424909,-2.3354588,6.188097,3.601131,5.7880073,-0.5575692,5.781871
XC149347,-266.4254,91.0127,-30.90644,-21.641266,-48.669453,-27.488098,-28.216671,-23.994087,-23.497375,-16.366552,-20.542463,-8.186922,-18.679737,0.016439008,-5.538266,2.5406797,0.51652807,4.7964396,1.7422218,7.2903094
XC325009,-341.8807,100.76664,-19.740114,-4.9616776,-37.4691,-0.25436237,-6.858988,-14.159921,-3.0962608,-2.2958481,-9.8056345,5.2711267,-6.390316,1.5136583,-1.6372505,3.957565,-0.1287978,4.1762567,-2.8867059,3.6944938
XC124819,-587.11304,-15.522194,-22.772757,0.29617205,-10.804197,-1.2229972,-4.727839,0.78296095,-3.943252,-2.0357797,-7.9496384,-0.29203248,-6.0124345,-1.0751951,-5.9734464,-1.3167586,-6.2263627,-0.46178383,-6.7054586,-0.34007227
XC124836,-544.68835,-46.18913,-32.576046,-10.289877,-13.614648,0.47773892,-7.075794,3.5213182,-6.0767965,8.570646,-3.564393,5.8661566,-3.194791,4.6484485,1.352246,3.8315032,-0.21015213,1.4099429,-0.3723979,1.5929409
XC408278,-303.84415,23.790325,-59.48844,-2.6042733,-16.013403,-0.68237567,4.7877774,1.6324021,-5.107455,-0.28998998,-7.2463174,0.7122738,-6.231392,-3.6330688,-8.954593,-2.1372936,-4.7686386,-0.118464895,-9.798215,-1.3122281
XC247805,-390.64093,58.99269,21.993399,36.190353,8.342162,8.501371,7.307614,6.107884,-2.7652373,5.563635,-0.8100413,1.6422544,-1.026722,6.0919,-1.1290728,4.2376776,0.14094712,3.2242777,-3.3837574,4.7991037
XC313539,-496.70023,58.777187,6.136617,19.019867,-3.002525,2.3554528,-2.727553,4.203802,-5.3302155,-3.1028295,-7.6609564,4.5254183,-1.389158,2.8351002,0.7439932,6.6068187,-1.2973373,4.0473747,-1.108151,2.677532
XC315099,-337.26083,143.1708,-49.40571,-13.011526,-10.737121,12.211805,10.313654,9.3251705,2.6942635,7.3048406,-2.0805001,4.27338,-2.2306283,2.2023492,-1.7718452,3.6235723,-3.360248,2.3723476,-3.1745386,1.3824143
XC247806,-345.5528,116.85474,54.472248,37.91996,6.222622,4.867869,-2.5586095,0.5906365,-6.5663047,-4.117905,-9.1702585,-2.3545046,-6.699398,1.8609434,-3.3069065,0.6025069,-5.076704,-0.83063143,-6.525376,0.22932683
XC124831,-542.455,-23.235115,-47.803905,-16.691614,-31.707016,-9.786506,-14.562755,-5.890094,-11.970367,-1.9870565,-7.501256,-0.83383965,-4.603884,0.14961234,-3.3789191,1.9061518,-4.033864,2.3527474,-4.213273,0.5139222
XC79575,-584.50476,-37.088085,-58.895775,-14.193597,-3.969264,19.629005,16.910831,7.4149,-8.588575,-6.86193,-10.44632,0.58018476,3.43567,7.4108443,1.3712666,2.0151186,-4.0579906,-2.207362,-4.3895884,1.9402696
XC442323,-339.19223,90.088715,6.0814824,7.8696184,-17.034782,-10.491154,-18.735386,-25.726067,-24.487463,-18.974134,-23.221584,-11.3652525,-15.203947,-6.6032977,-10.566297,-6.02153,-8.079973,-2.8697948,-6.903192,-0.36083373
XC14088,-617.058,-46.286842,-35.844746,-1.2933158,-3.2054365,-1.8403907,3.8369946,8.6386385,5.5307984,13.395767,8.400193,11.265651,4.6878686,8.6870365,4.89012,11.439092,4.455665,10.638489,5.882949,9.41682
XC124649,-605.6455,-60.880924,-41.62759,-5.758536,-26.921747,-8.927726,-12.375114,-7.867102,-13.669351,-0.98894155,-9.265776,-2.8114681,-4.6046166,-0.98601913,-6.0341463,2.1540852,-4.17485,1.9593538,-4.0436025,2.8295877
XC103088,-504.83865,45.719433,3.469157,64.954544,-4.305396,13.294146,19.230587,3.7238228,10.600876,3.7470677,4.0813875,16.605288,-1.2747861,13.2680855,6.689526,7.2855773,4.868514,8.359936,2.0793135,6.404946
XC417878,-386.1715,-0.09014468,-37.340458,-0.026190568,-26.636452,-6.7867455,-11.344999,-8.8797865,-7.6885443,-4.014427,-6.6260123,-3.1523073,-5.131884,-1.7415247,-4.9725494,0.008117571,-4.756101,0.23588687,-3.5401049,0.96412563
XC103109,-504.60355,88.89374,31.19991,38.13646,9.012932,16.07002,12.854192,9.552376,8.963077,14.343973,3.650194,12.474421,3.7780998,7.608519,3.0614526,6.524295,0.7906418,6.473128,0.29015127,6.3403645
XC477818,-441.65833,29.944746,-23.979885,37.281967,-14.48969,6.281389,8.3461,0.83611774,4.2592564,6.9543614,-0.11578722,6.702206,1.8397707,5.3591137,1.282793,3.6553504,2.0089343,3.45191,-1.8087505,4.2004704
XC124824,-550.0974,-54.806717,-45.30197,-8.401792,-14.182788,-4.158509,-12.068484,-0.27240875,-8.407546,4.0135207,-3.0380793,2.553704,-7.273129,3.2278264,2.201943,4.5336475,-3.79592,-0.100838244,-1.8074778,2.8531387
XC124828,-526.0043,-12.464301,-62.548355,-15.654598,-29.402452,-21.236212,-18.212732,-5.2508025,-15.677283,-5.9525146,-9.928536,-3.0497887,-6.71534,0.20646833,-4.1453323,-0.013345028,-3.1070387,3.658108,-5.094626,1.8321813
XC408277,-375.9727,-33.3992,-84.59419,-48.915363,-35.102066,-3.2526903,-4.4097013,4.0658493,-0.9314434,0.9208916,-2.605838,3.9115694,-1.532732,4.5351315,-3.5230768,2.588432,0.72320783,5.3507338,-3.8568645,3.2689877
XC124827,-634.89703,-77.80389,-82.75193,-22.489304,-18.229145,1.6400703,5.0850825,5.7517934,-1.7686021,7.238935,-0.48853242,3.112945,-2.0483897,2.586287,-2.0057392,2.3473961,-3.780999,1.6395777,-4.744026,2.5552347
XC247804,-390.45554,68.247734,30.473272,33.166904,9.987268,10.273393,3.328079,6.047207,-1.8977594,3.9030414,-1.4259871,1.7515099,-1.6813569,4.6542816,-1.9957513,4.734628,-1.0831387,2.252117,-1.6727117,2.7663016
XC481990,-463.24338,67.16501,-28.4659,28.268816,-25.526817,-33.002457,-24.329166,-8.655457,-11.799488,-19.027365,-25.448627,-10.252057,-9.999931,-7.147584,-7.27449,-3.7198882,-4.412601,-6.0966907,-5.424324,-3.5561879
XC124833,-422.96112,-3.4739618,-52.188587,-13.862299,-30.323563,-2.9229212,-13.87954,1.771268,-11.663119,-0.19628929,-6.6845603,3.0466344,-3.0618312,1.0788206,-4.4805875,5.0122027,-2.9057987,0.33223096,0.52523905,1.2413119
XC124648,-471.8964,-60.69262,-35.75498,-25.648237,-35.314487,-16.868332,-18.27334,-8.333021,-11.797715,-4.085503,-8.920602,-0.16443637,-5.8888807,0.45298773,-3.8616896,2.8034804,-1.767362,4.477252,-1.0909566,4.0044675
XC103089,-525.6856,56.819653,11.954541,47.976105,6.918445,11.923813,16.47258,5.935082,3.2114956,11.517866,2.0389545,11.466682,5.2935123,9.724666,4.4204974,8.493025,2.02367,7.033441,1.1014484,4.940091
XC124821,-509.93292,2.4157612,-21.13054,-7.0255513,-19.48291,-4.6696134,-11.979971,-5.649537,-8.30435,6.3069158,-6.4294615,-2.2589703,-3.2445292,4.604149,-0.07974199,1.499206,-5.381403,4.093598,1.8351436,2.652186
XC377800,-290.09128,29.017044,-28.410513,-7.0323315,-15.680581,1.0594418,-1.4090291,2.5576298,-0.45791116,3.7342978,-2.460724,2.2734945,-2.3234499,0.21024828,-1.5554056,4.3195167,-2.12722,2.0461767,-4.3912354,-0.043531023
XC103087,-496.9681,37.17248,-5.894004,65.15865,5.173907,2.1817474,13.594592,11.804631,6.2674003,3.843947,4.180911,13.464031,-0.93142945,9.066069,4.526075,7.6323814,4.658933,6.4551105,4.069932,8.588732
XC124838,-528.5927,-34.03961,-43.499798,1.7598374,-21.582848,-6.4123807,-4.5826874,-3.3197374,-12.037093,0.48955077,-7.496078,5.3228097,-2.8051484,2.7427332,-0.61125225,3.6916292,-0.43151224,4.499635,-2.3154683,-0.6416292
XC124837,-488.2037,-6.8179927,-35.625004,-1.917843,-29.685907,-3.3824697,-13.457555,-8.060814,-8.684129,-2.1579058,-10.718716,1.1988834,-7.0682178,-0.9017152,-3.358623,1.0113041,-3.177379,1.3045634,-2.3933866,1.4900042
XC463100,-339.63144,106.5297,20.774937,32.69292,3.1952925,9.508384,-1.6879134,8.349964,4.9161267,9.065931,0.17237341,10.352275,-0.4558604,6.7772336,2.6124172,4.930958,2.6481307,9.374765,-0.13512044,6.694583
XC165277,-426.7958,22.541683,-73.214355,1.5180501,20.560535,1.9795994,-11.516854,0.34265077,-4.2463956,-1.8192618,-4.671472,5.5433407,2.5252087,3.2749836,-5.174698,-0.09754679,3.242055,8.836448,-4.4821057,-3.869849
XC377115,-419.85342,87.331215,-19.051498,4.3452153,-18.46979,-14.203215,-18.90465,-9.276382,-19.980639,-19.224272,-15.696259,-13.540208,-15.753926,-7.173761,-7.990784,-5.5839195,-10.246285,-5.2673526,-11.627275,-10.220992
XC187308,-353.6669,-12.37772,-43.672848,5.5899034,-44.613785,-24.368025,-20.176697,-10.107865,-7.6659994,-5.858333,-15.428595,-0.30311608,-11.124116,-5.9300547,-0.8177025,-6.7201104,-3.5441291,7.8962064,-4.528687,5.639766
XC408325,-413.0535,59.7886,-58.12727,-53.6154,-50.71625,-26.932936,-18.32627,-11.511437,-6.5589857,-1.2347041,-5.7576714,1.6854274,-5.873334,1.9618577,0.80191326,0.72736317,-3.2731452,2.923019,-2.7083397,2.7778904
XC381537,-410.79398,-15.943861,-32.075912,16.559546,-22.43893,-9.763313,-11.282907,-3.2423897,-14.364876,7.227219,-11.848933,-1.6388949,-11.788582,3.304393,-4.1944447,6.3224382,-2.1469247,4.5454426,-4.1214232,2.9864218
XC187307,-296.13092,33.469273,-36.371655,-2.8999593,-46.4858,-27.916061,-22.142132,-8.359845,-15.59071,-13.53205,-11.666893,-3.6628964,-17.476452,-9.9635515,-10.639999,-8.698915,-8.198117,-5.2016754,-8.903333,1.3396215
XC381535,-419.7336,81.50891,-14.101407,67.54793,30.94358,-9.036359,9.664645,21.465662,6.4981227,0.06832061,-2.2182686,5.1089373,5.222063,4.8631473,5.4368553,12.720637,10.781841,9.129599,2.0211535,8.762588
XC422421,-400.09335,42.778286,-17.97542,20.750608,-3.8671033,6.0563827,2.3466651,7.0754275,0.071637474,6.5348415,5.135139,2.8391345,4.9070787,4.526213,1.0022905,6.5407705,0.193349,5.097048,1.0686456,4.2920756
XC451211,-446.36414,51.97569,9.489057,3.4660687,2.8604786,0.20286268,-0.3198507,0.6206809,-1.1243467,3.1406617,-5.4603944,1.9943676,-1.6945018,1.1992342,-1.8055823,2.078357,-3.5197852,3.7862103,-2.2530606,2.261552
XC265455,-757.46704,-129.78523,-99.19396,36.189583,53.135765,12.786381,-38.305046,-16.296524,10.041724,24.794346,-5.9325104,-10.799216,-10.006428,14.093295,3.9656281,-0.19183804,-11.8668375,1.6011866,4.1396747,8.208037
XC178008,-435.81607,99.35438,10.664297,8.309598,-34.958794,-10.722181,-19.008778,-18.140118,-20.247725,-24.71802,-19.391668,-18.47828,-16.668274,-10.984724,-1.840626,-4.5905647,-5.0468416,-4.414893,-0.9620376,2.7856965
XC165278,-431.55872,28.523523,-47.559544,-7.8242974,10.535976,8.852106,-6.020407,-3.746932,-6.399629,0.084875055,-5.9526596,-1.8450589,-5.7286186,0.60738975,-4.748506,-0.42799607,-6.1267858,0.15027216,-0.64598554,4.8440604
XC253960,-657.4938,37.600624,-2.1835523,15.360436,-6.997966,6.6202145,-9.328504,1.2984648,-10.068144,0.054995768,-9.924571,-2.0608191,-9.184094,-2.3781059,-8.69954,-2.8477585,-8.509908,-2.607319,-8.020498,-2.3514826
XC351866,-591.58466,-54.886818,-54.360245,5.1189265,-9.324631,-19.69685,-8.027702,12.925785,-7.336925,-4.059243,5.176237,7.4361844,-6.9021225,5.128227,-1.1651675,2.240621,-1.1520984,3.9655597,-1.9498408,2.1664696
XC146297,-396.5469,83.623795,-33.024845,4.3588386,-35.73379,-29.254272,-17.327778,-17.835484,-25.77555,-13.265133,-14.546831,-16.404062,-7.760732,-8.150236,-5.0389524,2.8048542,-4.918263,0.29536518,0.68599004,0.45563745
XC418265,-340.13052,29.547503,-82.21917,-25.975523,-15.310544,-8.996873,-12.3993635,2.5512502,-4.471545,-2.9924073,-2.0219243,1.3572956,-2.3800347,-0.26396525,-2.3668234,1.1343794,-3.9561076,-0.5630491,-2.9702682,0.9383445
XC172405,-458.0211,81.051575,4.7611833,45.685932,9.08432,-5.601833,5.57598,8.845182,-0.6158049,2.8749945,1.8704804,10.921861,1.4721534,5.3925204,5.1643624,8.195624,3.8314493,7.9945216,5.3776436,8.982916
XC103060,-466.4316,41.418777,-12.37271,60.702965,15.0120945,-10.694464,15.789175,22.633228,-3.506798,3.0502625,9.946205,10.293982,-0.7768931,8.164448,5.9935384,4.989441,3.3749664,8.335919,0.9380018,5.241782
XC420475,-337.08453,10.87532,-57.5266,16.233408,-19.964222,0.44139662,6.074866,12.588443,3.7590141,10.384797,3.2004454,5.8334007,2.8958163,-2.7515619,2.1990795,0.09684376,-5.543539,2.2200015,-5.24975,0.21954441
XC129798,-488.2174,11.170316,-32.619583,14.912518,-23.347086,-25.106544,-23.2311,-8.814574,-1.9437755,-3.6606479,-1.4831408,5.954493,6.462552,4.7583323,6.2734203,8.556073,4.7576866,0.5127395,0.01347521,-2.867068
XC378442,-391.76212,43.802986,-25.73084,7.483062,-12.751932,0.7977633,-1.0402521,-7.2319913,-16.403618,-2.3806665,-12.860557,-4.857021,-10.790477,-1.6326777,-1.1646663,3.592263,-4.5563493,1.954044,-3.5108902,4.1816044
XC446457,-438.34576,79.90244,-46.084496,20.54801,-3.5765803,-35.76165,-15.544415,5.707386,-24.311092,-25.387396,1.7133125,-9.776843,-9.272509,1.1971378,-1.7779062,-3.1642215,-4.5902867,-7.7403865,-4.280216,-3.0352383
XC146295,-1042.4838,-13.385518,7.735838,-5.845049,4.6935654,-2.048025,-0.2394682,1.3185838,-2.4469466,2.6438966,-2.8091958,2.802052,-2.7306433,2.483777,-2.6377099,2.5052488,-2.5862567,2.4948888,-2.4700823,2.2735636
XC103059,-465.77402,48.372044,-4.0954247,59.614376,18.327623,-5.239038,13.475358,20.966793,-1.1611005,0.9104914,6.483506,9.910131,-1.6024143,6.526114,4.6746035,5.2320027,1.5532641,7.103616,0.7929116,5.5285835
XC351879,-663.05054,-40.142784,-121.8157,-2.7751992,-2.0404844,-4.268183,4.655506,8.958854,-2.5675735,3.121261,2.0283792,4.160598,-4.3672585,1.8016938,1.0169704,1.1846458,-3.213109,2.2131934,-3.3717449,1.2298334
XC351863,-615.2083,-51.876892,-51.327396,10.535175,-2.9447374,-11.84956,-12.784317,16.010962,-4.9880013,-3.2455354,2.4975119,5.594742,-6.7075615,0.11366128,1.7522403,2.5316217,-2.2974188,-0.7088785,-0.9666111,2.5573454
XC129802,-414.82394,22.300158,-63.262043,9.174753,-35.452076,-21.511219,-31.274624,-19.37591,-2.4225514,-6.777197,-2.6948767,4.771861,6.195211,4.9209886,3.736016,11.008998,7.575989,2.1763098,3.011897,-0.8077562
XC351877,-596.68146,-5.564258,-70.91977,7.6160393,-24.310688,-32.20007,-10.548094,0.17199314,-18.718122,-5.052014,-5.8110843,-0.09981477,-7.0047264,-1.5328641,-1.7480576,1.670033,-3.8667867,2.980859,-0.6840156,3.304305
